	SRR403882_first	SRR403883_first	SRR403886_first	SRR403887_first	SRR403888_first	SRR403889_first	SRR403892_first	SRR403893_first
ENSG00000251866.1	1	0	0	1	0	0	2	0
ENSG00000272510.1	2	0	0	1	0	0	1	0
ENSG00000116771.5	65	10	46	9	56	20	39	19
ENSG00000237301.1	3	1	4	1	3	1	0	0
ENSG00000235084.3	7	1	4	0	1	2	2	12
ENSG00000252417.1	0	0	0	0	0	0	0	0
ENSG00000236500.1	0	0	0	0	0	0	0	0
ENSG00000197312.11	425	27	397	52	377	76	268	96
ENSG00000215695.1	0	0	0	0	0	0	0	0
ENSG00000271742.1	0	0	0	0	0	0	0	0
ENSG00000116786.11	742	33	738	67	642	121	847	93
ENSG00000237938.5	0	0	0	0	0	0	0	0
ENSG00000162461.7	1	0	4	0	2	0	1	0
ENSG00000224459.1	0	0	0	2	1	0	0	0
ENSG00000162460.6	0	0	0	0	0	0	0	0
ENSG00000162458.12	487	39	398	101	594	219	555	222
ENSG00000224321.1	3	1	1	0	2	0	2	0
ENSG00000233954.6	21	6	15	10	11	6	20	19
ENSG00000178715.8	16	5	29	4	21	24	34	2
ENSG00000179743.4	39	9	57	15	21	10	31	28
ENSG00000065526.10	1437	134	1216	217	1306	479	1138	616
ENSG00000270620.1	0	0	0	0	0	0	0	0
ENSG00000116809.11	267	29	247	63	212	77	260	89
ENSG00000234607.2	0	0	1	0	5	0	0	0
ENSG00000231353.1	0	0	0	0	0	1	0	0
ENSG00000275503.1	0	0	0	0	0	0	0	0
ENSG00000224966.4	0	0	0	0	0	0	0	0
ENSG00000183888.4	0	0	0	0	0	0	0	0
ENSG00000233078.1	0	0	0	0	0	0	0	0
ENSG00000173641.17	1	0	0	0	0	0	0	0
ENSG00000186510.11	0	0	0	0	0	0	0	0
ENSG00000232456.1	3	0	2	0	2	0	1	0
ENSG00000184908.17	1	0	1	0	0	0	0	0
ENSG00000185519.8	30	3	19	2	18	18	28	0
ENSG00000142627.12	6986	1209	8333	1620	5289	3647	8920	4751
ENSG00000227959.1	31	3	39	7	6	4	18	14
ENSG00000224621.1	24	1	21	3	9	0	15	0
ENSG00000234166.1	0	0	0	0	0	0	0	0
ENSG00000142632.16	202	10	113	44	104	39	141	99
ENSG00000237276.8	11	0	8	2	1	0	11	0
ENSG00000132881.11	41	5	53	18	26	21	45	34
ENSG00000233929.1	3	0	4	0	0	5	1	0
ENSG00000037637.10	476	79	329	80	414	175	301	156
ENSG00000055070.16	2788	142	2423	298	2394	263	2031	270
ENSG00000226457.1	12	2	3	0	2	5	10	2
ENSG00000187144.11	0	0	0	0	0	0	0	0
ENSG00000157191.19	651	96	637	150	703	256	710	279
ENSG00000226029.1	10	0	12	0	7	0	13	0
ENSG00000080947.14	38	0	33	2	21	8	26	10
ENSG00000206652.1	0	0	0	0	0	0	0	0
ENSG00000261135.1	1	0	1	1	1	0	0	0
ENSG00000224174.2	0	0	0	0	0	0	0	0
ENSG00000233421.4	42	15	30	1	50	344	154	47
ENSG00000277344.1	0	0	0	0	0	0	0	0
ENSG00000268991.2	0	0	0	0	0	0	0	0
ENSG00000225710.1	0	0	0	0	0	0	0	0
ENSG00000219481.10	649	127	888	335	430	423	656	692
ENSG00000271732.1	1	0	4	0	0	0	3	0
ENSG00000215908.10	338	11	330	19	297	17	364	22
ENSG00000283773.1	0	0	0	0	0	0	0	0
ENSG00000186301.8	1	0	1	0	1	0	0	0
ENSG00000282143.1	0	0	0	0	0	0	0	0
ENSG00000207513.1	0	1	0	1	0	2	0	3
ENSG00000237847.2	0	0	0	0	0	0	0	0
ENSG00000280114.1	0	0	0	0	0	0	0	0
ENSG00000236698.1	12	29	11	23	9	38	3	63
ENSG00000268869.5	1	0	0	0	0	0	0	0
ENSG00000279151.1	0	0	0	0	0	0	0	0
ENSG00000279132.2	0	0	0	0	0	0	0	0
ENSG00000282740.1	0	0	0	0	0	0	0	0
ENSG00000058453.16	139	6	121	14	64	16	104	28
ENSG00000227684.2	0	0	0	0	0	0	0	0
ENSG00000207389.1	0	0	0	2	0	3	4	1
ENSG00000186715.10	0	0	0	0	0	0	0	0
ENSG00000223643.6	0	0	0	0	0	0	0	0
ENSG00000230239.1	0	0	0	0	0	0	0	0
ENSG00000263811.1	0	0	0	0	0	0	0	0
ENSG00000228549.3	5	1	8	0	9	11	10	1
ENSG00000277234.1	0	0	0	0	0	0	0	0
ENSG00000238142.1	2	0	0	0	0	0	0	0
ENSG00000235241.1	0	0	0	0	0	0	0	0
ENSG00000207005.1	1	0	0	0	0	0	0	0
ENSG00000272426.1	3	0	2	1	1	2	0	0
ENSG00000117122.13	5	1	3	0	1	0	3	5
ENSG00000226526.1	0	0	0	0	0	0	0	0
ENSG00000159363.17	532	27	502	61	413	105	525	181
ENSG00000117118.9	1547	385	1264	556	2335	1823	1839	1988
ENSG00000117115.12	4	0	10	1	11	8	11	4
ENSG00000204362.6	0	0	0	0	0	0	0	0
ENSG00000282843.1	0	0	0	0	0	0	0	0
ENSG00000142623.9	0	0	1	0	1	3	0	0
ENSG00000142619.4	0	0	0	0	0	0	1	0
ENSG00000266634.1	0	0	0	0	0	0	0	0
ENSG00000159339.13	0	0	1	0	0	0	0	0
ENSG00000276747.1	0	0	0	0	0	0	0	0
ENSG00000227751.1	0	0	0	0	0	0	0	0
ENSG00000179051.13	104	29	89	20	72	94	71	70
ENSG00000074964.16	55	4	78	10	35	3	38	7
ENSG00000236648.1	0	0	0	0	0	0	0	0
ENSG00000117148.7	0	0	0	0	1	0	0	0
ENSG00000284653.1	0	0	0	0	0	0	0	0
ENSG00000261781.1	0	0	0	0	0	0	0	0
ENSG00000117154.11	0	0	0	0	0	0	0	0
ENSG00000280222.1	0	0	0	0	0	0	0	0
ENSG00000230035.2	0	0	0	0	0	0	0	0
ENSG00000225387.1	0	0	0	0	0	0	0	0
ENSG00000179023.8	7	0	5	0	17	0	12	0
ENSG00000235282.3	13	13	9	25	18	52	9	41
ENSG00000225478.2	0	0	0	0	0	0	0	0
ENSG00000009709.11	0	0	0	0	0	0	0	0
ENSG00000179002.5	0	0	0	0	0	0	0	0
ENSG00000255275.3	0	0	0	0	0	0	0	0
ENSG00000159423.16	82	5	105	9	109	14	119	20
ENSG00000265606.1	0	0	0	0	0	0	0	0
ENSG00000221662.1	0	0	0	0	0	0	0	0
ENSG00000169991.10	786	5	301	28	780	39	260	50
ENSG00000272084.1	4	0	1	0	0	0	4	0
ENSG00000127481.14	2042	567	2582	743	1937	1811	2561	2371
ENSG00000230424.1	5	0	10	1	5	0	4	5
ENSG00000127463.14	1481	336	1438	588	1359	1368	1437	1622
ENSG00000053372.4	1125	228	750	274	1038	582	699	414
ENSG00000211454.13	5	0	9	0	7	0	3	1
ENSG00000162482.4	2	1	6	1	6	0	5	0
ENSG00000270728.1	0	0	0	0	0	0	0	0
ENSG00000053371.12	451	76	402	112	373	240	429	242
ENSG00000200403.1	3	10	7	4	0	0	6	4
ENSG00000040487.12	237	12	129	37	116	56	144	63
ENSG00000077549.17	1718	500	1487	627	1495	1505	1324	1505
ENSG00000240490.3	6	0	2	0	7	2	15	1
ENSG00000201609.1	0	0	0	0	0	0	0	0
ENSG00000235185.1	0	0	0	0	0	0	0	0
ENSG00000173436.13	221	2	178	10	219	3	141	11
ENSG00000270136.5	0	0	0	0	0	0	0	0
ENSG00000226396.1	48	8	35	5	38	25	59	5
ENSG00000158747.13	139	0	106	3	146	4	179	1
ENSG00000158748.3	9	0	4	0	0	0	4	0
ENSG00000162542.13	155	19	144	37	117	98	136	93
ENSG00000178828.6	0	0	0	0	0	0	0	0
ENSG00000235434.1	0	0	0	0	0	0	0	0
ENSG00000169914.5	432	16	356	35	488	35	334	20
ENSG00000188784.4	0	0	0	0	0	0	0	0
ENSG00000242688.3	0	0	1	0	1	0	0	0
ENSG00000188257.10	0	0	0	0	0	0	0	0
ENSG00000127472.10	1	0	2	0	0	2	1	0
ENSG00000117215.14	2	0	0	0	1	0	0	0
ENSG00000158786.4	1	0	1	0	0	0	0	0
ENSG00000227066.1	0	0	0	0	0	0	0	0
ENSG00000187980.6	2	0	0	0	0	0	0	1
ENSG00000225986.1	1	0	0	0	0	0	0	0
ENSG00000162543.5	0	0	0	0	0	0	0	0
ENSG00000228105.1	0	0	0	0	0	0	0	0
ENSG00000284710.1	1	0	0	0	0	0	0	0
ENSG00000158816.15	0	0	0	0	0	0	0	0
ENSG00000226664.1	0	0	0	0	0	0	0	0
ENSG00000236963.6	0	0	0	0	0	0	0	0
ENSG00000226487.1	0	0	0	0	0	0	0	0
ENSG00000284641.1	0	0	0	0	0	0	0	0
ENSG00000284743.1	0	0	0	0	0	0	0	0
ENSG00000162545.5	1738	34	1317	127	239	25	182	5
ENSG00000090432.6	685	95	516	136	557	325	527	267
ENSG00000215520.3	9	0	10	1	13	9	9	4
ENSG00000183114.7	6	2	5	3	6	2	0	0
ENSG00000158825.5	454	92	339	138	213	230	256	213
ENSG00000158828.7	1595	118	1487	244	999	349	1526	444
ENSG00000284005.1	0	0	0	0	0	0	0	0
ENSG00000117242.7	123	0	111	2	97	7	113	0
ENSG00000244038.9	2923	535	3033	755	2870	2312	3203	1841
ENSG00000117245.12	72	4	44	12	50	7	76	6
ENSG00000235432.1	1	0	0	0	0	0	0	0
ENSG00000189410.11	166	6	121	11	198	16	166	12
ENSG00000233069.1	0	0	0	0	0	0	0	0
ENSG00000127483.17	3345	738	3483	962	3627	1659	3431	2551
ENSG00000075151.20	797	135	738	271	944	531	781	734
ENSG00000251914.1	0	0	0	0	0	0	0	0
ENSG00000221808.1	0	0	0	0	1	0	0	0
ENSG00000233072.1	1	0	2	0	0	5	1	0
ENSG00000236073.2	0	0	0	0	0	0	0	0
ENSG00000235112.1	0	0	0	0	1	0	0	0
ENSG00000117298.14	1327	255	1326	291	719	511	878	506
ENSG00000236936.1	0	0	0	0	0	0	0	0
ENSG00000231105.1	5	0	3	0	2	0	0	0
ENSG00000236216.5	0	1	0	1	0	0	1	4
ENSG00000228823.1	0	0	0	0	0	0	1	0
ENSG00000236009.1	0	0	0	0	0	0	0	0
ENSG00000227001.3	23	0	20	1	11	1	28	0
ENSG00000187952.9	1	0	1	0	0	0	0	0
ENSG00000186543.7	1	0	2	5	2	0	0	8
ENSG00000142794.18	301	18	387	64	255	67	227	121
ENSG00000176378.8	0	0	4	0	1	0	3	0
ENSG00000162551.13	5	0	1	0	4	2	8	0
ENSG00000233431.1	0	0	0	0	0	0	0	0
ENSG00000076864.19	82	5	55	10	68	16	80	42
ENSG00000090686.15	1129	249	999	410	1001	845	844	1113
ENSG00000231978.2	1	2	5	1	0	0	1	7
ENSG00000187942.11	0	0	0	0	0	0	0	0
ENSG00000142798.17	2043	357	2624	368	3586	2630	4710	1734
ENSG00000232037.3	5	0	1	0	0	2	3	0
ENSG00000283234.1	0	0	0	0	0	0	0	0
ENSG00000219073.7	0	0	0	0	2	0	0	0
ENSG00000273610.1	0	0	0	0	0	0	0	0
ENSG00000201919.1	0	0	0	0	0	0	0	0
ENSG00000142789.19	0	1	3	0	0	0	0	0
ENSG00000278124.1	0	0	0	0	0	0	0	0
ENSG00000201273.1	0	0	0	0	1	0	0	0
ENSG00000228397.2	3	0	2	0	5	0	2	8
ENSG00000218510.7	193	22	275	69	265	89	337	186
ENSG00000070831.15	1440	167	1211	332	1952	761	1215	892
ENSG00000230068.2	2	0	3	0	3	0	2	0
ENSG00000271428.1	0	0	0	0	0	0	0	0
ENSG00000271840.1	1	0	1	0	2	0	1	0
ENSG00000162552.14	11	0	9	2	14	1	8	8
ENSG00000266564.1	0	0	0	0	0	0	0	0
ENSG00000234397.3	42	3	33	13	58	13	26	40
ENSG00000279625.1	0	0	0	0	0	0	0	0
ENSG00000184677.16	597	56	630	55	560	289	628	175
ENSG00000237200.1	1	0	0	0	1	0	3	0
ENSG00000070886.11	0	0	0	0	1	0	0	0
ENSG00000276835.2	0	0	0	0	0	0	0	0
ENSG00000173372.16	0	0	0	0	0	0	0	0
ENSG00000159189.11	0	0	0	0	0	1	0	0
ENSG00000173369.15	0	0	0	0	0	0	0	0
ENSG00000133216.16	303	28	295	56	348	123	318	122
ENSG00000265422.1	0	0	0	0	0	0	0	0
ENSG00000225952.1	0	0	0	0	0	0	0	0
ENSG00000264014.1	0	0	0	0	0	0	0	0
ENSG00000215906.8	0	0	0	0	0	0	0	0
ENSG00000227868.5	0	0	1	1	0	0	0	0
ENSG00000004487.15	1827	514	1327	664	1541	1146	1163	1535
ENSG00000240553.1	0	0	0	0	0	0	0	0
ENSG00000263793.1	0	0	0	0	0	0	0	0
ENSG00000266802.1	0	0	0	0	0	0	0	0
ENSG00000169641.13	753	161	682	216	743	569	663	656
ENSG00000229010.1	0	0	0	0	0	0	0	0
ENSG00000206935.1	0	0	0	0	0	0	0	0
ENSG00000252578.1	0	0	0	0	0	0	0	0
ENSG00000179546.4	2	0	6	0	3	2	6	0
ENSG00000215381.3	0	0	0	0	0	0	0	0
ENSG00000261326.2	0	0	0	0	0	0	0	0
ENSG00000284726.1	0	0	0	0	0	0	0	0
ENSG00000125944.19	289	141	233	162	256	354	189	376
ENSG00000125945.14	0	0	3	3	0	11	3	7
ENSG00000249087.6	0	0	0	0	0	0	1	0
ENSG00000201405.1	0	0	0	0	0	0	0	0
ENSG00000271420.1	0	0	0	0	0	0	0	0
ENSG00000204219.9	58	6	41	6	27	18	26	21
ENSG00000232482.2	0	0	0	0	0	0	0	0
ENSG00000088280.18	24	3	22	3	25	28	21	19
ENSG00000007968.6	5	3	9	3	1	6	1	0
ENSG00000235052.1	0	0	0	0	0	0	0	0
ENSG00000117318.8	5	0	1	0	11	0	1	0
ENSG00000197880.8	0	0	0	0	0	0	0	0
ENSG00000229239.2	0	0	0	0	1	0	1	0
ENSG00000142676.12	5021	1395	4623	636	5674	3922	6165	974
ENSG00000011007.12	1218	108	954	153	1076	337	674	383
ENSG00000236810.5	61	13	59	25	44	70	70	68
ENSG00000057757.9	664	65	497	137	512	249	443	390
ENSG00000011009.10	269	22	221	36	213	96	214	114
ENSG00000117308.14	401	92	331	133	436	319	447	400
ENSG00000117305.14	212	35	285	68	193	94	237	248
ENSG00000179163.11	262	34	281	44	283	151	217	161
ENSG00000188822.7	1	0	1	0	0	0	0	0
ENSG00000229106.1	3	0	1	0	3	0	2	0
ENSG00000232557.3	0	0	0	0	0	0	0	0
ENSG00000264926.1	0	0	0	0	0	0	0	0
ENSG00000230228.2	6	6	6	9	26	24	21	45
ENSG00000189266.11	442	21	360	56	407	140	326	154
ENSG00000188529.14	1413	178	1093	243	1644	754	1020	785
ENSG00000215905.4	3	0	3	2	4	2	4	0
ENSG00000225315.2	0	0	0	0	0	0	0	0
ENSG00000142661.18	0	0	2	0	0	0	0	0
ENSG00000230703.1	0	0	0	0	0	0	0	0
ENSG00000142677.3	11	0	13	0	17	0	7	6
ENSG00000185436.11	71	7	91	8	53	4	61	15
ENSG00000230023.2	2	0	3	0	0	0	2	0
ENSG00000232298.2	0	0	0	0	0	0	0	0
ENSG00000158055.15	0	0	1	0	4	0	1	4
ENSG00000001460.17	170	18	166	43	119	51	143	182
ENSG00000001461.16	788	72	974	178	774	244	875	411
ENSG00000117602.11	486	43	436	94	492	148	473	199
ENSG00000264443.1	0	1	0	0	0	0	0	0
ENSG00000184454.6	3	0	2	0	1	0	2	0
ENSG00000227312.2	0	0	1	0	0	0	0	0
ENSG00000239106.1	0	0	0	0	0	0	0	0
ENSG00000133226.16	788	170	612	161	695	676	502	599
ENSG00000284699.1	0	0	0	0	0	0	0	0
ENSG00000169504.14	2964	378	3077	611	3576	968	2485	1410
ENSG00000238482.1	0	0	0	0	0	0	0	0
ENSG00000020633.18	15	1	13	0	7	0	11	0
ENSG00000278034.1	0	0	0	0	0	0	0	0
ENSG00000229162.1	0	0	0	0	0	0	1	0
ENSG00000261025.1	0	0	0	0	0	0	0	0
ENSG00000264371.1	0	0	0	0	0	0	0	0
ENSG00000233755.1	0	0	0	0	0	0	0	0
ENSG00000233419.3	1	0	1	0	1	0	0	1
ENSG00000231953.2	0	0	0	0	0	0	0	0
ENSG00000117614.9	634	201	699	256	557	411	662	635
ENSG00000284602.1	11	0	20	0	7	0	19	0
ENSG00000284657.1	1	0	4	1	1	0	1	0
ENSG00000117616.17	655	48	691	77	596	78	647	95
ENSG00000272432.1	2	0	0	0	2	0	0	0
ENSG00000261349.1	2	0	2	0	0	0	1	0
ENSG00000187010.19	0	0	0	0	0	0	1	0
ENSG00000224183.1	1	0	0	0	0	0	0	0
ENSG00000259984.1	0	0	0	0	0	0	0	0
ENSG00000183726.10	1066	227	911	351	819	536	767	935
ENSG00000188672.17	7	0	10	1	2	0	7	1
ENSG00000238084.4	0	0	0	0	0	0	0	0
ENSG00000204178.9	497	110	419	111	409	271	395	410
ENSG00000157978.11	369	18	265	36	299	48	274	54
ENSG00000225643.1	4	0	1	0	2	0	0	0
ENSG00000117643.14	12	0	12	1	26	5	13	0
ENSG00000233478.1	0	0	0	0	0	0	0	0
ENSG00000162430.16	1652	39	1541	91	1065	156	1344	91
ENSG00000255054.3	0	0	0	0	0	0	0	0
ENSG00000228172.5	11	0	7	1	5	2	2	0
ENSG00000117640.17	520	25	399	50	560	166	475	159
ENSG00000272478.1	0	0	0	0	0	0	0	0
ENSG00000127423.10	170	14	57	12	132	81	57	35
ENSG00000236528.1	4	1	2	3	1	0	0	0
ENSG00000182749.5	176	16	159	28	103	29	106	43
ENSG00000207302.1	0	0	0	0	0	0	0	0
ENSG00000117632.22	3976	1448	3431	2223	3333	2715	3202	4719
ENSG00000229786.1	1	1	1	0	2	0	2	0
ENSG00000223624.1	2	0	2	0	0	5	3	1
ENSG00000283938.1	0	0	0	0	0	0	0	0
ENSG00000158006.13	99	16	109	28	152	44	115	152
ENSG00000207237.1	0	0	0	0	0	0	0	0
ENSG00000252190.1	0	0	0	0	0	0	0	0
ENSG00000252691.1	0	0	0	0	0	0	1	0
ENSG00000158008.9	5	0	1	0	0	2	2	1
ENSG00000158014.14	0	0	0	0	0	0	0	0
ENSG00000284309.1	0	0	0	0	0	0	0	0
ENSG00000158022.6	2	0	0	0	0	0	0	0
ENSG00000175087.9	222	21	189	25	190	31	183	81
ENSG00000197245.5	2	0	1	0	0	0	0	0
ENSG00000282872.1	0	0	0	0	0	0	0	0
ENSG00000236782.6	1	0	0	0	0	0	0	0
ENSG00000142684.8	321	52	224	50	272	141	317	102
ENSG00000142675.17	48	8	46	12	56	22	85	70
ENSG00000188782.8	0	0	0	0	0	0	0	0
ENSG00000236155.6	0	0	0	0	0	0	0	0
ENSG00000278572.1	1	0	1	0	3	0	4	0
ENSG00000130695.14	545	100	507	130	560	275	576	405
ENSG00000270733.1	0	0	0	0	0	0	0	0
ENSG00000142669.14	5085	1062	4294	1711	4574	3182	4900	3716
ENSG00000158062.20	148	12	109	21	120	25	148	41
ENSG00000169442.8	0	0	0	1	0	0	0	0
ENSG00000176092.14	2	0	0	0	1	1	6	0
ENSG00000225854.2	4	1	3	1	1	1	0	0
ENSG00000176083.17	0	0	0	0	0	0	0	0
ENSG00000131914.10	0	0	0	0	0	0	0	0
ENSG00000117682.16	348	65	326	114	264	202	307	175
ENSG00000223583.1	18	5	13	0	18	2	38	0
ENSG00000225891.1	1	0	0	0	0	0	0	0
ENSG00000198830.10	843	404	761	484	508	415	507	581
ENSG00000224129.1	0	0	0	0	0	0	0	0
ENSG00000117676.13	135	32	93	47	182	151	168	224
ENSG00000238705.1	0	0	0	0	0	0	0	0
ENSG00000243905.3	0	0	0	0	0	0	0	0
ENSG00000252802.1	0	0	0	0	0	0	0	0
ENSG00000252429.2	0	0	0	0	0	0	0	0
ENSG00000229247.2	0	0	0	0	0	0	0	0
ENSG00000238316.1	0	0	0	0	0	0	0	0
ENSG00000235069.2	0	0	0	0	0	0	0	0
ENSG00000260063.1	7	0	13	2	2	0	2	0
ENSG00000117713.18	1829	200	1504	296	1862	636	1604	880
ENSG00000060642.10	175	15	246	36	135	42	232	172
ENSG00000241188.3	0	0	2	0	0	0	1	0
ENSG00000204160.11	449	13	287	15	363	35	277	22
ENSG00000175793.11	1319	375	739	352	1281	1188	904	791
ENSG00000226698.1	0	0	0	0	0	0	0	0
ENSG00000142751.14	615	51	426	69	376	140	377	158
ENSG00000198746.12	163	18	154	38	108	84	140	83
ENSG00000090273.13	1654	475	1172	639	1417	1724	1162	1340
ENSG00000131910.4	0	0	0	0	0	0	0	0
ENSG00000175707.8	0	0	0	0	1	0	0	0
ENSG00000172746.6	2	0	2	0	0	2	0	0
ENSG00000224064.1	1	0	1	0	0	1	1	0
ENSG00000225294.1	2	1	2	1	6	5	1	0
ENSG00000253368.3	1690	32	1438	101	1585	105	1448	112
ENSG00000158246.7	14	1	27	2	23	5	26	9
ENSG00000090020.10	581	63	539	113	466	244	432	212
ENSG00000229985.2	10	0	14	0	7	1	19	6
ENSG00000214973.3	7	1	6	1	6	2	7	1
ENSG00000225159.1	24	32	30	24	56	152	61	55
ENSG00000225990.2	0	1	0	0	0	0	0	0
ENSG00000224311.1	0	0	0	0	0	0	0	0
ENSG00000142784.15	836	61	831	106	716	154	895	251
ENSG00000252098.1	0	0	0	0	0	0	0	0
ENSG00000243659.1	8	8	5	16	6	31	2	12
ENSG00000186501.14	587	63	462	83	413	188	546	188
ENSG00000206888.1	0	1	0	0	0	0	0	0
ENSG00000241547.1	29	21	21	6	13	50	16	38
ENSG00000142765.17	65	2	72	9	60	9	94	11
ENSG00000142733.14	280	34	217	73	200	143	232	209
ENSG00000142748.12	0	0	0	0	0	0	0	0
ENSG00000174950.10	0	0	0	0	2	0	0	0
ENSG00000231207.1	1	1	2	0	2	1	0	0
ENSG00000181773.6	108	8	52	6	69	13	58	0
ENSG00000158195.10	1365	92	1459	120	1016	236	1446	260
ENSG00000241169.1	0	0	0	0	0	0	0	0
ENSG00000237429.1	0	0	1	0	1	0	2	0
ENSG00000126705.13	434	29	225	40	337	149	278	76
ENSG00000000938.12	1	0	1	0	0	0	0	0
ENSG00000235912.1	9	0	2	3	4	4	5	4
ENSG00000233975.1	2	0	2	1	0	0	0	0
ENSG00000126709.14	6246	1021	5665	2073	286	290	446	403
ENSG00000225886.3	0	0	0	0	0	0	0	0
ENSG00000206767.1	0	0	0	0	0	0	0	0
ENSG00000226662.2	0	0	0	0	0	0	0	0
ENSG00000207095.1	0	0	0	0	0	0	0	0
ENSG00000009780.15	156	7	113	20	136	28	108	77
ENSG00000231344.1	5	1	2	2	1	0	2	5
ENSG00000230833.1	0	0	0	0	0	0	0	0
ENSG00000117758.13	404	72	407	82	441	224	412	164
ENSG00000269971.1	1	0	1	1	0	0	0	0
ENSG00000270031.1	3	0	2	0	2	0	2	0
ENSG00000223062.1	0	0	0	0	0	0	0	0
ENSG00000117751.17	870	95	571	181	782	309	583	306
ENSG00000252947.1	3	47	0	0	0	18	3	49
ENSG00000130775.15	26	3	18	5	22	7	36	7
ENSG00000117748.9	1088	220	834	393	1297	688	917	846
ENSG00000130768.14	29	6	31	18	43	25	77	36
ENSG00000227050.1	0	0	0	0	0	0	0	0
ENSG00000158156.7	154	5	128	18	131	24	157	11
ENSG00000158161.15	351	57	318	91	337	226	242	204
ENSG00000238231.2	0	0	0	0	1	0	0	0
ENSG00000240750.3	3	0	1	0	4	0	3	0
ENSG00000228589.3	6	2	6	2	12	15	3	2
ENSG00000228943.1	0	0	0	0	1	1	0	0
ENSG00000214812.3	3	1	2	1	6	10	3	18
ENSG00000253005.1	0	0	0	0	0	0	0	0
ENSG00000169403.11	9	0	7	1	2	0	1	0
ENSG00000126698.10	1025	181	754	209	1055	440	764	653
ENSG00000130770.17	1175	272	952	346	857	535	762	579
ENSG00000270605.1	8	0	23	0	13	2	16	0
ENSG00000271398.1	0	0	1	0	0	0	0	0
ENSG00000130766.4	129	10	62	12	118	24	61	3
ENSG00000130772.13	141	46	103	65	140	166	111	180
ENSG00000204138.12	571	75	564	129	687	247	653	278
ENSG00000206779.1	3	0	2	0	7	0	3	0
ENSG00000229820.2	2	0	0	4	1	1	2	5
ENSG00000221216.1	0	0	0	0	0	0	2	0
ENSG00000180198.15	1496	180	1208	257	1454	708	1337	480
ENSG00000242125.3	765	52	495	36	844	172	476	55
ENSG00000274266.1	0	0	0	0	0	0	0	0
ENSG00000200087.1	46	3	56	43	63	67	99	571
ENSG00000231468.2	21	4	13	9	24	9	13	47
ENSG00000279443.1	18	0	11	1	13	0	14	0
ENSG00000180098.9	232	43	200	60	181	99	220	178
ENSG00000197989.13	268	27	140	18	154	12	182	1
ENSG00000221539.1	22	0	37	0	37	0	41	7
ENSG00000278274.1	0	0	0	0	0	0	0	0
ENSG00000273544.1	0	0	0	0	0	0	0	0
ENSG00000280498.1	0	0	0	0	0	0	0	0
ENSG00000274582.1	0	0	0	0	0	0	0	0
ENSG00000120656.11	330	89	245	118	322	279	238	241
ENSG00000188060.7	5	1	2	0	7	0	5	0
ENSG00000229388.1	13	0	10	4	6	3	6	12
ENSG00000270103.3	0	0	0	0	0	0	0	0
ENSG00000274978.1	0	0	0	0	0	0	0	0
ENSG00000162419.12	168	35	123	51	122	97	119	126
ENSG00000252777.1	2	0	0	0	0	0	0	0
ENSG00000198492.15	657	176	380	201	663	821	425	726
ENSG00000116329.10	3	0	0	0	0	0	0	0
ENSG00000233427.1	0	0	0	0	0	0	1	0
ENSG00000199756.1	0	0	0	0	0	0	0	0
ENSG00000159023.19	472	83	377	129	583	269	319	298
ENSG00000225616.2	16	1	27	1	16	3	25	0
ENSG00000206704.1	0	0	0	0	0	0	0	0
ENSG00000277958.1	0	0	0	0	0	0	0	0
ENSG00000253304.1	153	6	97	10	52	2	51	2
ENSG00000225750.1	0	0	0	0	0	0	0	0
ENSG00000116350.16	1219	234	983	308	1034	545	781	610
ENSG00000277916.1	0	0	0	0	0	0	0	0
ENSG00000116353.15	220	26	189	57	230	94	232	98
ENSG00000237934.1	0	0	0	0	0	0	0	0
ENSG00000060656.19	240	15	274	24	266	85	296	24
ENSG00000230523.1	0	0	0	0	0	0	0	0
ENSG00000225011.4	0	0	0	0	0	0	0	0
ENSG00000228176.1	0	0	2	1	1	0	0	0
ENSG00000284676.1	0	0	0	0	0	0	0	0
ENSG00000270927.1	0	0	0	0	0	0	0	0
ENSG00000233399.2	0	0	0	0	0	0	0	0
ENSG00000233372.1	0	0	0	0	0	0	0	0
ENSG00000231251.1	0	1	1	2	0	0	0	6
ENSG00000236335.1	0	0	0	0	0	0	0	0
ENSG00000231949.1	0	0	0	0	0	0	0	0
ENSG00000162510.5	8	0	4	2	2	1	3	0
ENSG00000186056.9	27	0	28	1	6	0	14	0
ENSG00000162511.7	0	0	0	1	1	0	1	0
ENSG00000264773.1	0	0	0	0	0	0	0	0
ENSG00000229607.1	0	0	0	0	0	0	0	0
ENSG00000223382.4	0	0	1	1	0	0	1	0
ENSG00000222784.1	0	0	0	0	2	0	2	0
ENSG00000235143.1	0	0	0	0	0	0	0	0
ENSG00000162512.15	470	26	491	38	268	44	357	32
ENSG00000266210.2	0	0	0	0	0	0	0	0
ENSG00000134644.15	855	213	1139	401	933	758	953	1050
ENSG00000237329.2	1	0	0	0	1	0	1	0
ENSG00000232768.1	11	31	14	7	14	4	17	0
ENSG00000215900.4	1	0	1	0	2	0	4	0
ENSG00000225142.2	0	8	7	2	8	5	3	0
ENSG00000084628.9	5	0	2	1	3	0	0	0
ENSG00000060688.12	802	218	497	284	810	697	409	457
ENSG00000229447.2	8	0	6	2	6	5	3	0
ENSG00000121766.15	719	101	481	162	650	294	523	261
ENSG00000229044.1	0	0	0	0	0	0	0	0
ENSG00000121769.7	4	1	1	2	2	0	1	0
ENSG00000168528.11	417	24	434	34	277	45	424	59
